smiles,D,SA
CC(C)(CN1C(=O)N(CCCO[N+](=O)[O-])C2(C)N(n3ncnc3[N+](=O)[O-])C(=O)N(CN[N+](=O)[O-])C12C)[N+](=O)[O-],6.4218655,5.18884847820869
CC(CCN1C(=O)N(CO)C2C1C1C2n2cnncn(N3CNC(=N[N+](=O)[O-])NC3)c(=O)n21)([N+](=O)[O-])[N+](=O)[O-],6.6738133,5.9277540839501315
CON1CN(n2ncc([N+](=O)[O-])n2)C2C3C(C21)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN3NC(C)(C)C,6.1865954,5.754201566008032
CCOC1=C([N+](=O)[O-])C2=NC([N+](=O)[O-])=CC([N+](=O)[O-])=NN2C(n2cc([N+](=O)[O-])cn2)=N1,6.803154,4.242819088217782
COCCCC(CC(=O)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.353762,3.872649038374445
N#CCN1C(=O)N(C2NCNC(=N[N+](=O)[O-])N2)C2C1C1C2N(n2ccnn2)C(=O)N1C(=O)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.0310044,6.137268434308405
O=[N+]([O-])N=C1NCNC(C2=NOC3=NC=C([N+](=O)[O-])N=CN32)N1,6.8729835,5.524633376437571
CCOCc1nc2nc3nc([N+](=O)[O-])nc([N+](=O)[O-])[nH]c3c([N+](=O)[O-])c([N+](=O)[O-])c(N)c([N+](=O)[O-])c([N+](=O)[O-])c12,7.088341,4.343487580875529
Cc1c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])nc2nc3nc(N)n3nccnc12,6.9296317,4.000845699452247
O=C(C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1nnc([N+](=O)[O-])n1)C12C=C([N+](=O)[O-])C=C([N+](=O)[O-])C1=NC=N2,7.309119,5.248967072050835
CC(=O)C(CCN(C)[N+](=O)[O-])(CCn1ncc([N+](=O)[O-])n1)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.56606,4.658538212918552
CC(N)CN1CN2C1=C([N+](=O)[O-])C=C([N+](=O)[O-])C(N)=C([N+](=O)[O-])C1NC(=O)N(n3nc([N+](=O)[O-])cc3[N+](=O)[O-])C12,6.716853,5.822770936066931
COC1(NCC(C)([N+](=O)[O-])[N+](=O)[O-])CN(NC(C)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC2(C(C)=O)CN=NC=CN2N(n2ccnn2)C1,6.1233277,6.1616530574639565
CC(C)(N)CN1C(=O)N(CCN[N+](=O)[O-])C2(C)N(C(N)=O)C(=O)N(O)C12C,5.9409523,4.848812916533474
CN(N1C(=O)N(c2nnn[nH]2)C2C3C(C21)N(F)C(=O)N3C1NCC([N+](=O)[O-])([N+](=O)[O-])CC1([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.8448257,6.277022590268002
O=[N+]([O-])c1cc([N+](=O)[O-])c2c(O)nc-2c([N+](=O)[O-])c2nc3cc([N+](=O)[O-])c([N+](=O)[O-])cc3nnn-2c([N+](=O)[O-])c1,7.2269287,4.080413673139814
CN([N+](=O)[O-])C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(c1c[nH]nn1)n1ncc([N+](=O)[O-])n1,8.3431835,5.013890451820067
O=[N+]([O-])c1cnnc(COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])nc2c(c([N+](=O)[O-])c1)C(F)=N2,7.707519,4.3935880712338475
O=[N+]([O-])N=C1NCC([N+](=O)[O-])=C2C([N+](=O)[O-])=C3C(=NN=NNN2CN1)C(n1nnnc1[N+](=O)[O-])=C3[N+](=O)[O-],7.915421,5.298520842539911
COCCN1CN(CCN[N+](=O)[O-])C2C1C1C([N+](=O)[O-])=C(C)C([N+](=O)[O-])=CC=C3N(CN3n3ncnc3[N+](=O)[O-])C12,6.0038104,6.067603144239336
CON1C(=O)N(N2CNC(=N[N+](=O)[O-])NC2)C2C3C(C21)N(CC(F)([N+](=O)[O-])[N+](=O)[O-])C(=O)N3F,7.2261176,5.922724006288105
O=[N+]([O-])N(CCCO)Cn1ccnc1,5.875592,3.27578354427202
O=C1NC2C(N(CO[N+](=O)[O-])CN2C23N=NN=C2C=C([N+](=O)[O-])C=C3[N+](=O)[O-])N1CCCO[N+](=O)[O-],6.7834954,5.449538076476845
NC(=O)C(=O)CCN[N+](=O)[O-],6.5501685,3.428284402231295
CC(=O)c1c(-n2ccnn2)no[n+]1[O-],6.646865,3.7009172720826697
O=C1C2=NC3=NC=NN=CN3C([N+](=O)[O-])=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1C(n1ncc([N+](=O)[O-])n1)=N2,6.751223,5.779951148456039
O=Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1On1cnc([N+](=O)[O-])c1,6.849814,3.2961973412120464
Nc1c([N+](=O)[O-])c([N+](=O)[O-])c(C(C(=O)n2nnnc2[N+](=O)[O-])c2nc([N+](=O)[O-])n[nH]2)c([N+](=O)[O-])c1[N+](=O)[O-],8.390928,4.4931382685754135
CC(Cc1n[nH]c([N+](=O)[O-])c([N+](=O)[O-])nc2c(n1)N=C2n1ncnc1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.4513235,4.822559733925638
CC(C)(C)NC(C(=O)C1NCNC(=N[N+](=O)[O-])N1)c1nonc1N,5.873792,4.9839313460278944
CN(CN(CCC12C=C([N+](=O)[O-])C=C([N+](=O)[O-])C1=NC=N2)[N+](=O)[O-])[N+](=O)[O-],6.623968,4.86148480198815
O=[N+]([O-])c1ccc(CCC(CCCOCC(F)([N+](=O)[O-])[N+](=O)[O-])(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n2nnnc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.751134,4.725579059034046
CCOCC#COC(=O)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.9151907,3.9212853642466525
N#CCC(C(=O)CCO)n1nnc2ccccc21,5.1255302,3.3133474561872927
COC(OC)C(=O)c1c(C=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],5.8341093,2.96425173232028
NC(=O)Cc1nc(C2NCNC(=N[N+](=O)[O-])N2)no1,6.5171437,4.464916020249391
NC(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1cnc([N+](=O)[O-])n1,8.696963,4.825625984449347
CCC(Cn1cc(C2NCNC(=N[N+](=O)[O-])N2)cn1)([N+](=O)[O-])[N+](=O)[O-],6.56254,4.807966298046228
NC(=O)CN1C(=O)N(CCO)C2C1C1C2N(n2cc([N+](=O)[O-])cn2)C(=O)N1CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.7926383,5.31236084722413
OCC1N=CC=CN1n1ccnn1,5.7552643,4.674419744005108
CCOCN1CN(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN(CC(C)(C)[N+](=O)[O-])CN2CN=NNC=C21,6.168071,4.787561074570361
O=C1C2=C([N+](=O)[O-])C=C([N+](=O)[O-])C=C([N+](=O)[O-])C3NC(=O)N(C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C3N1CN2F,7.021389,6.494893118496288
O=C1C2=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C(O)N3C=NC([N+](=O)[O-])=CCN3CN1CN2CCO,6.076399,6.010674236923417
COCCCCC(CCF)(c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1)c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,6.0136213,3.9714704775966485
CCC(CNCCC(CCCO)(c1cnc([N+](=O)[O-])[nH]1)n1cnc([N+](=O)[O-])c1)([N+](=O)[O-])[N+](=O)[O-],6.203705,4.603640183409265
CC(=O)c1nc2c(c([N+](=O)[O-])cc([N+](=O)[O-])c(C)c([N+](=O)[O-])n1)C(CC(C)(C)N)=N2,5.939519,4.084947517858733
O=[N+]([O-])c1cnccn2[nH]nnnc3c(-n4ccnn4)c([N+](=O)[O-])c-3c([N+](=O)[O-])c1-2,6.9484663,4.3830858948663405
CCC(CNN1C(=O)NC2C([N+](=O)[O-])=C(C)C([N+](=O)[O-])=CC([N+](=O)[O-])=C3N(CN3C34C=CC=CC3=NN=N4)C21)([N+](=O)[O-])[N+](=O)[O-],6.4169683,6.346134340888411
CC(C)(N)CN1CCN2C1=NC([N+](=O)[O-])=NNC1C2N(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CCN1CC(C)(C)[N+](=O)[O-],6.357932,5.435343599519916
CC(CCC(=O)c1n[nH]nc(N)nc2c(c1[N+](=O)[O-])N=C2F)([N+](=O)[O-])[N+](=O)[O-],6.791889,4.416725376496783
O=C1C2=C([N+](=O)[O-])C=C([N+](=O)[O-])C=C([N+](=O)[O-])C3NC(=O)N(n4cnc([N+](=O)[O-])c4)C3N1CN2C1NCNC(=N[N+](=O)[O-])N1,6.800309,7.013890447503669
CCOCCCC(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)n1cnc([N+](=O)[O-])c1,6.3777156,4.28727016053419
CCOCC(=O)C(=O)[C@@H](CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.601112,4.565895872888319
CC(N)CN1C(=O)N(N)C2C1C1c3c([N+](=O)[O-])cc([N+](=O)[O-])cc([N+](=O)[O-])n(CCO[N+](=O)[O-])c(=O)n3C12,6.42529,5.591517616022072
CCC(CNc1nc(CC(C)(C)N)nc(CC(C)(C)[N+](=O)[O-])c1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.2066445,3.9572486091876824
O=C(C1=C([N+](=O)[O-])C2=NC=NN=CN2C(n2ncc([N+](=O)[O-])n2)=N1)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.7166142,4.6783234423807505
O=[N+]([O-])NCC1=NCC([N+](=O)[O-])([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])CN2C(F)=NC2=C1[N+](=O)[O-],8.20229,5.134779894492792
CCC(Cc1nc(CN[N+](=O)[O-])nc(-c2c(C=O)cc([N+](=O)[O-])cc2[N+](=O)[O-])n1)([N+](=O)[O-])[N+](=O)[O-],6.66399,3.8854376359903195
CC(NN1CCN(Nc2cnon2)C2C1N(n1cc([N+](=O)[O-])nn1)CCN2n1cnc([N+](=O)[O-])n1)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.341479,6.049562175472856
CCON1C(=O)N(n2ncc([N+](=O)[O-])n2)N2CNC(=N[N+](=O)[O-])NCC3(C)N2C(=O)N(CC(CC)([N+](=O)[O-])[N+](=O)[O-])C13C,6.4394555,7.069110871775856
CN(CCN1C(=O)NC2N=NNC=C3N(c4ccc([N+](=O)[O-])cc4[N+](=O)[O-])CN3C21)[N+](=O)[O-],6.2421436,4.748812994029402
NC(=O)C(CCOC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(CCn1ccnn1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,6.50269,4.334290949613431
CC(N)CCc1c([N+](=O)[O-])cc([N+](=O)[O-])c(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],7.0697446,4.052838734516046
O=C1C2=CC([N+](=O)[O-])=CC([N+](=O)[O-])=CC([N+](=O)[O-])=CC1=C([N+](=O)[O-])C=C2n1ncnc1[N+](=O)[O-],6.605857,5.166583922624545
NC1=NON=C2C(O)=CC([N+](=O)[O-])=C2C=C1[N+](=O)[O-],6.606523,4.304905052121803
CCC(CN1CC([N+](=O)[O-])=NN=C([N+](=O)[O-])N2N(C1)CN2n1nccn1)([N+](=O)[O-])[N+](=O)[O-],7.013067,5.309674362386914
CC(CCC(=O)n1cc(F)nn1)([N+](=O)[O-])[N+](=O)[O-],7.0023937,3.8046118253372505
O=Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1On1c(=O)n2n1N=Nc1cc([N+](=O)[O-])c([N+](=O)[O-])cc1C1C3C(C12)n1c(=O)n(-n2nccn2)c2ccccc2nnn13,6.23697,5.780467578232431
O=[N+]([O-])c1cc([N+](=O)[O-])c(NOC#Cn2cc([N+](=O)[O-])cn2)c([N+](=O)[O-])c1,7.0097485,3.6243563095724785
CC(C)(N)CC1=NC(CCCO[N+](=O)[O-])=NC2=NN=NC([N+](=O)[O-])=CN12,6.071272,4.327482143851525
NC(=O)N1CN(CCCO[N+](=O)[O-])C2C3C(C21)N(C12C=C([N+](=O)[O-])C([N+](=O)[O-])=CC1=NN=N2)CN3CN[N+](=O)[O-],6.4639354,5.977553638010789
O=[N+]([O-])c1cnn(C#COO)c1,6.9214787,4.084945757212033
CC(C)(Cc1c([N+](=O)[O-])nnccn2c(c1[N+](=O)[O-])C([N+](=O)[O-])=C2N)[N+](=O)[O-],6.503839,4.269538223590452
NC(=O)CN1CN2CN3CCNC(=N[N+](=O)[O-])NCN3NC([N+](=O)[O-])=NC=C2N(Nc2cnon2)C1,6.422802,5.441911311604381
O=[N+]([O-])NCc1c([N+](=O)[O-])cc([N+](=O)[O-])c(-n2ncc([N+](=O)[O-])n2)c1[N+](=O)[O-],7.9723616,3.650873656928775
O=[N+]([O-])C1=CC2(CCCOCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N=NN=C2C([N+](=O)[O-])=C1,6.915387,4.703352835689506
COC(NC(C)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)c1cccc([N+](=O)[O-])c1[N+](=O)[O-],6.7796755,4.406965000811569
CC1=C([N+](=O)[O-])C([N+](=O)[O-])=C([N+](=O)[O-])CN2CN3CN(F)C3=NN=NNC2=C1[N+](=O)[O-],7.203588,5.099931705012951
O=[N+]([O-])c1ccc(-c2cc([N+](=O)[O-])c(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.663336,3.376888172424227
O=[N+]([O-])C1=CC([N+](=O)[O-])=NN2CC(=C(n3ccnn3)N=C2[N+](=O)[O-])C([N+](=O)[O-])=C1,6.9346232,5.808022401443059
O=CC(CCn1cc([N+](=O)[O-])cn1)(CCn1ncnc1[N+](=O)[O-])C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.6212034,4.577707008546049
CC(CCc1nc(-c2c(C=O)cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])cc1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.82407,3.6703558001343346
CN(n1cc(-c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cn1)[N+](=O)[O-],6.413972,3.1642712059481646
O=[N+]([O-])C1=CC2(CCN(CCn3cc([N+](=O)[O-])cn3)[N+](=O)[O-])N=CN=C2C([N+](=O)[O-])=C1,6.400078,4.55013365234981
COCN1C=CC=NC1O,5.7121825,4.360640020012454
CC(CCC(=O)c1c([N+](=O)[O-])c(N)nonc2c(c1[N+](=O)[O-])C([N+](=O)[O-])=C2CO)([N+](=O)[O-])[N+](=O)[O-],6.9535,4.444199044105982
Cc1c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])nc2nc3nc(-n4ncnc4[N+](=O)[O-])n3ccncc2c1[N+](=O)[O-],7.0040674,4.340804833175862
N#CCN1CN2Cc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3N=NN2C([N+](=O)[O-])=NN=C([N+](=O)[O-])N2N(N)CN2C1,6.812852,5.231807676859436
O=C(O)CCC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.1802526,3.0502931742937482
CC(=O)N1C(=O)N(CC(C)(C)N)C2C1C1C2N(n2c([N+](=O)[O-])nnc2[N+](=O)[O-])C(=O)N1C=O,6.2835774,5.323291290128628
Nc1nonc1N1CCN(Oc2c(C=O)cc([N+](=O)[O-])cc2[N+](=O)[O-])C2C1N(CO[N+](=O)[O-])CCN2CC[N+](=O)[O-],6.429706,4.873354017009786
COCc1cc([N+](=O)[O-])c(N)cc1[N+](=O)[O-],6.114611,2.4685034204032785
COCN1CCN(F)C2C1N(CC(C)([N+](=O)[O-])[N+](=O)[O-])CCN2C(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,6.26351,4.639063187816257
Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(C(CN[N+](=O)[O-])C(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1[N+](=O)[O-],6.818693,3.9989692463082864
O=[N+]([O-])NCc1cccc(-c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])n1,6.175296,2.7225485641826257
CC(N)CN1CN2C3C(N=NC=CN12)NC(=O)N3c1cnc([N+](=O)[O-])[nH]1,6.072419,5.584489161333991
NC1=C([N+](=O)[O-])C(N)=C([N+](=O)[O-])c2c(nc([N+](=O)[O-])nc2-c2cccc([N+](=O)[O-])c2[N+](=O)[O-])N=C1[N+](=O)[O-],6.9360223,4.038314274579132
O=[N+]([O-])C1=CN=C2N=C(COCC(F)([N+](=O)[O-])[N+](=O)[O-])N=C(n3nnnc3[N+](=O)[O-])N2C=N1,7.9233966,4.601697968475044
CN(CCN1C2C3N(CO)C1C1N(O)C(C(N1CC(N)=O)N3c1c([N+](=O)[O-])cc([N+](=O)[O-])c(N)c1[N+](=O)[O-])N2CO[N+](=O)[O-])[N+](=O)[O-],6.7962294,7.12982084054745
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCCOC12N=NN=C1C=C([N+](=O)[O-])C=C2[N+](=O)[O-],6.9634275,4.734953906527268
O=C1C2=C([N+](=O)[O-])C=C([N+](=O)[O-])C=C([N+](=O)[O-])CN1CN1CN(Nc3cnon3)N1N=Nc1c2cc([N+](=O)[O-])cc1[N+](=O)[O-],6.693809,6.305185759717466
CC(C)NN1CN(n2cnc([N+](=O)[O-])c2)C2C3c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4N=CN4N(CCO)CN4C3C21,6.0444283,5.6302431657853305
COCc1c([N+](=O)[O-])c(COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c2c1=NC(N)=NNC=2[N+](=O)[O-],7.2413154,4.3516565798298465
O=[N+]([O-])OCN(CCO)[N+](=O)[O-],7.7753034,3.6400973926733453
CCOCc1c([N+](=O)[O-])c(OC)c([N+](=O)[O-])c(OCC)c1[N+](=O)[O-],6.0064573,3.0298525842097987
CCOc1c([N+](=O)[O-])c(-n2ncc([N+](=O)[O-])n2)c2c(c1[N+](=O)[O-])=C([N+](=O)[O-])C(N)=NON=2,7.0173,4.143982135955865
CC(N)CN1CN(N)CN(CC#N)C1,5.1886663,4.253179203170201
CCC(CNC(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)c1cccc([N+](=O)[O-])c1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.066024,4.515278127288128
CC(CCC(CCc1nc([N+](=O)[O-])n[nH]1)(CCc1cccc([N+](=O)[O-])c1[N+](=O)[O-])CC(N)=O)([N+](=O)[O-])[N+](=O)[O-],6.1161394,4.391406551066734
CC(N)CN1CN(CN[N+](=O)[O-])C2C1NC(=O)N2n1nnc2c([N+](=O)[O-])cc([N+](=O)[O-])cc21,6.4892335,5.031031802621452
CCC(CN1C(=O)N(CN[N+](=O)[O-])C2(C)N(CC(C)N)C(=O)N(NC(C)C)C12C)([N+](=O)[O-])[N+](=O)[O-],5.9752545,5.377277127704968
O=[N+]([O-])C1=NCN2CN3CN(n4nccn4)C3=NC([N+](=O)[O-])=NNN2C=N1,6.994949,5.369085376413723
CCC(CCC(=O)c1nc(F)c2c(=O)c(n1)=NC=C([N+](=O)[O-])C=C([N+](=O)[O-])C=2)([N+](=O)[O-])[N+](=O)[O-],6.5092387,5.4303751314157545
CC(CCCCC(CCCCO)(n1nnc([N+](=O)[O-])n1)n1nnc2cc([N+](=O)[O-])cc([N+](=O)[O-])c21)([N+](=O)[O-])[N+](=O)[O-],6.635245,4.511399840165594
COCc1c([N+](=O)[O-])nnccn2c(c1[N+](=O)[O-])C([N+](=O)[O-])=C2n1ccnn1,6.5417686,4.1790822439536495
CC(=O)N1CN2CN(F)CC([N+](=O)[O-])=C(N)C([N+](=O)[O-])=C(N)C([N+](=O)[O-])=C2N(CC(C)(C)N)C1,6.00834,4.817820002503216
O=[N+]([O-])C1=NCN2CN3CN(n4nccn4)N3N=CC=NN2C=N1,6.652714,5.650603347436849
CCN([N+](=O)[O-])C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(Oc1c(C=O)cc([N+](=O)[O-])cc1[N+](=O)[O-])c1nc(N)n[nH]1,7.111765,4.635619892714634
O=Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1-c1nc2nc3nc([N+](=O)[O-])cc([N+](=O)[O-])nn-3nnccn1-2,6.8101797,4.119104935627416
CC(CC(C(=O)C1NCNC(=N[N+](=O)[O-])N1)n1cnc([N+](=O)[O-])n1)([N+](=O)[O-])[N+](=O)[O-],7.1173973,5.166132308503877
CC(CCC(=O)n1nnn2c(=O)c3nn(-n4ncnc4[N+](=O)[O-])nc3c(=O)c-2n1)([N+](=O)[O-])[N+](=O)[O-],7.220323,4.463319083032242
NN1CN2CN(OC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC=NN=CN12,7.9273477,5.507060958037114
CC(C)(C)NN1CN=NC([N+](=O)[O-])=CN2N(C1)CN2n1ccnn1,5.9075007,5.1928063685947965
O=[N+]([O-])c1nc2c(nc(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n[nH]c1[N+](=O)[O-])N=C2CCO,8.202241,4.825290443482282
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(C(C(=O)CC(C)(C)N)c2nonc2[N+](=O)[O-])c1[N+](=O)[O-],6.245704,4.085618659469142
O=Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1N1CN2C1=NON=C([N+](=O)[O-])C1NC(=O)N(CCCO[N+](=O)[O-])C12,6.6287684,4.880328266321149
CCOCN1CN(CCN[N+](=O)[O-])C2C3C(C21)N(CC(F)([N+](=O)[O-])[N+](=O)[O-])CN3CCN[N+](=O)[O-],6.477381,5.577413421019767
O=[N+]([O-])OCCC(CCC(CCF)(CCn1nccn1)c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1)([N+](=O)[O-])[N+](=O)[O-],6.753646,4.922129246308287
CN(N1C(=O)NC2C1N(CN[N+](=O)[O-])CN2O)[N+](=O)[O-],7.2474613,5.27471764880589
Cn1nc([N+](=O)[O-])c(C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)Nc2cnon2)c1[N+](=O)[O-],7.904419,4.555856583160979
O=[N+]([O-])C1=CC2=NN=NC2(CCN(CNCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C=C1[N+](=O)[O-],7.4192305,5.16781954795776
NC1=NNN=C2C(=N1)C([N+](=O)[O-])=CC([N+](=O)[O-])=CC=C1CC(=C2[N+](=O)[O-])N=C1O,6.372444,5.540175221468199
CCN(OCCOOc1c(C=O)cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],6.303691,3.624242510573887
NN1CN(CCO)C2NC(=O)N(CO[N+](=O)[O-])C21,6.330779,4.729394306153206
N#CCC(N)(CC#N)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.8735147,4.223695885889175
CC(CNC(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(n1cnnc1)n1ncc([N+](=O)[O-])n1)([N+](=O)[O-])[N+](=O)[O-],7.9402056,5.027178722892783
CC(N)CN1CN2CN(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CNC([N+](=O)[O-])=NC=C12,6.543777,5.479406230983284
O=[N+]([O-])OCCCN1CN(OC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN(C23C=CC=CC2=NN=N3)C1,6.468254,5.139283592226186
CCC(CNN1CC([N+](=O)[O-])=CC([N+](=O)[O-])=NN2N=NC=CN3N(CN2C1)CN3C12C=CC=CC1=NN=N2)([N+](=O)[O-])[N+](=O)[O-],6.442253,6.416379852038239
O=C(C(COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1cnc([N+](=O)[O-])[nH]1)C12C=C([N+](=O)[O-])C([N+](=O)[O-])=CC1=NN=N2,7.0261846,5.395592081356849
O=[N+]([O-])c1ncnn1-c1noc2c1=CNN=NN=2,7.487555,4.537855070962328
O=[N+]([O-])C1=NN=C2C([N+](=O)[O-])=C(OC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N=C(O)N2N=N1,8.707624,4.72615905107588
CCN(N1CCN(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C2C1N(CC(N)=O)CCN2C12C=CC=CC1=NN=N2)[N+](=O)[O-],6.2565255,5.822856235094889
O=[N+]([O-])OCc1c([N+](=O)[O-])cc([N+](=O)[O-])c(Nc2cnon2)c1[N+](=O)[O-],7.803663,3.6055661927603655
