smiles,D,SA
CCC(CNN1CN(CO)C2C1C1C2N(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN1NC(C)(C)C)([N+](=O)[O-])[N+](=O)[O-],6.2868023,5.965112859796038
O=[N+]([O-])c1cn(N(CCO)[N+](=O)[O-])nn1,7.860631,3.98063004188084
COCc1nc(-n2ncnc2[N+](=O)[O-])nc(CN[N+](=O)[O-])c1[N+](=O)[O-],6.8471828,3.6864901502037917
O=C1NC2C=C([N+](=O)[O-])N=CN3N(CN3C34N=NN=C3C=C([N+](=O)[O-])C=C4[N+](=O)[O-])C2N1c1nnn[nH]1,6.8141766,6.0291036781743905
O=[N+]([O-])C1=CN2N(CCO)CN([N+](=O)[O-])CN2CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN=N1,7.3191824,5.28393187855524
NC(=O)CCC(=O)Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],6.1164107,2.6892290037430637
CC(=O)N1CCN(NC(C)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C2C1N(CC(N)=O)CCN2n1nnnc1[N+](=O)[O-],6.593937,5.324468536752959
O=C1NC2C(N(CO[N+](=O)[O-])CN2C23C=C([N+](=O)[O-])C=C([N+](=O)[O-])C2=NC=N3)N1c1nonc1[N+](=O)[O-],7.007067,5.547104443924478
O=[N+]([O-])OCc1ncnncn2c(n1)N=C2F,7.1104836,4.299188883529145
O=[N+]([O-])C1=CC([N+](=O)[O-])=CN2N=CC=NCN2CN(O)CN2CN(O)C2=C1,6.089509,5.256965648141996
O=[N+]([O-])C(COCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(CC12C=CC=CC1=NN=N2)[N+](=O)[O-],6.7200127,4.968947089628336
CC(C)(N)COCC(COc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)([N+](=O)[O-])[N+](=O)[O-],6.246728,3.3482172390778366
O=C1NC2CNC(=N[N+](=O)[O-])NCN3N(CN3n3ccnn3)C2N1c1[nH]cnc1[N+](=O)[O-],6.6636333,5.896157472005749
O=CN1C(=O)NC2N=NNC=C3N(CN3n3cc([N+](=O)[O-])cn3)C21,6.4443235,5.320651826362039
COCN1CN2CN(NC(C)(C)C)CC=C([N+](=O)[O-])C([N+](=O)[O-])=CC=C12,5.51888,4.553754758185217
O=[N+]([O-])N=C1NCN2C=CN=NC([N+](=O)[O-])=C2C([N+](=O)[O-])=C2C([N+](=O)[O-])=C(O)N2CN1,7.0190873,5.187679301994285
COCC(=O)C(N)C(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,5.973364,3.3159891811425526
CON1C=CC=NC1n1cc([N+](=O)[O-])cn1,6.002134,4.306694623190768
NC(=O)c1nc([N+](=O)[O-])cc([N+](=O)[O-])cc([N+](=O)[O-])c2c(c1[N+](=O)[O-])N=C2n1cc([N+](=O)[O-])cn1,6.941002,4.016128796239704
CCOCc1cc([N+](=O)[O-])c2n1C=Nc1c(cc([N+](=O)[O-])cc1[N+](=O)[O-])C([N+](=O)[O-])=C2,6.265707,3.7282861211848157
CCC(CN1CCN(NC(C)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C2C1N(N)CCN2NC(C)C)([N+](=O)[O-])[N+](=O)[O-],6.285427,5.611837213620646
CC1=C([N+](=O)[O-])CN(CC(N)=O)CN2CN(c3c(C=O)cc([N+](=O)[O-])cc3[N+](=O)[O-])C2=CC=C1[N+](=O)[O-],6.0964293,4.360183931622972
NC#Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],6.115589,3.0241100418808395
COCCc1nc(CC(F)([N+](=O)[O-])[N+](=O)[O-])nc(-c2c(C=O)cc([N+](=O)[O-])cc2[N+](=O)[O-])n1,6.6099553,3.537887199244275
O=C(CCC(CCC(=O)n1ccnn1)([N+](=O)[O-])[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],6.2583995,3.5163730125211607
O=C(C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C12C=CC=CC1=NN=N2,7.196027,5.375571481792001
CC(NN1CN(O)C2NC(=O)N(c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)C21)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.0349774,5.01667254576517
CC(CN1CN(c2[nH]cnc2[N+](=O)[O-])C2C3C=C([N+](=O)[O-])C([N+](=O)[O-])=CC=C4N(CN4n4ccnn4)C3C21)([N+](=O)[O-])[N+](=O)[O-],6.568054,6.353207530924251
CC(=O)c1nc(F)nc(CC[N+](=O)[O-])n1,6.3366556,3.367013503419301
COCCN1CN2C(=CNN=N1)C1C2C2C1N(C13C=CC=CC1=NN=N3)CN2CCC(C)([N+](=O)[O-])[N+](=O)[O-],5.871341,6.233704364853921
CON1C(=O)N2N3CNC(=N[N+](=O)[O-])NCC2(C)C1(C)n1c(=O)n(-n2nnnc2[N+](=O)[O-])n1N=Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c13,6.9945292,7.402900397280919
CC(N)COCCONCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.4357104,4.093638439603276
O=C1NC2C([N+](=O)[O-])=NN=C([N+](=O)[O-])N3N(CO)CN3C2N1NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.8709383,5.583355403071143
O=[N+]([O-])C1=CC2=NN=NC2(CCN(Cc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])=C1,6.519721,4.497468778726991
CC(C)(CC(C(=O)n1ccnn1)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1)[N+](=O)[O-],6.1413803,3.837911725065073
CC(C)(C)NN1CC([N+](=O)[O-])=NON=C2N(CN(NCC(C)([N+](=O)[O-])[N+](=O)[O-])C1)CN2C12C=CC=CC1=NN=N2,6.0679464,6.060769796800825
O=[N+]([O-])C1=CC([N+](=O)[O-])=NN2N(CN3CNC([N+](=O)[O-])=NC=C13)CN2n1nccn1,6.864654,5.377200180580627
O=[N+]([O-])C1=CC2=NN=NC2(CC(Cc2[nH]cnc2[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C=C1[N+](=O)[O-],7.0383697,4.9861934358555455
O=C(CO)C(CCN[N+](=O)[O-])CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.824957,4.299457446239998
NC(=O)CCCC(F)(CCn1nccn1)c1nonc1[N+](=O)[O-],6.096911,4.154721209277808
CC(=O)C1=C([N+](=O)[O-])C2=C([N+](=O)[O-])N=C([N+](=O)[O-])N=NN2C(n2ncnc2[N+](=O)[O-])=C1[N+](=O)[O-],7.4819555,4.415245707807632
COCCN1CN(CN[N+](=O)[O-])CC=NN=CN2N(C1)CN2C1NCC([N+](=O)[O-])([N+](=O)[O-])CC1([N+](=O)[O-])[N+](=O)[O-],6.6648073,5.916266716028386
NN1CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN([N+](=O)[O-])C1,8.250953,4.293817979406528
Cc1c([N+](=O)[O-])c2c(nc(CCN(C)[N+](=O)[O-])nc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-])N=C2n1nnnc1[N+](=O)[O-],7.2470617,4.604005577972772
CC(C)(CN1C(=O)N(F)C2C1C1C2n2nccnn(-c3c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c3[N+](=O)[O-])c(=O)n21)[N+](=O)[O-],6.742401,5.557984487762105
O=[N+]([O-])C(CCNNCNCO)([N+](=O)[O-])[N+](=O)[O-],7.2828164,4.1068232819657275
NC1=NNC2=C([N+](=O)[O-])C(N)=C([N+](=O)[O-])C(N)=C([N+](=O)[O-])CN2CN2CN(C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN(N)C2=N1,6.7855177,5.233437648771507
CCN(C(C(=O)C12C=CC=CC1=NN=N2)c1c([N+](=O)[O-])nn(C)c1[N+](=O)[O-])[N+](=O)[O-],6.207575,5.083308590555159
O=[N+]([O-])c1ncc(NCNn2nnnc2[N+](=O)[O-])[nH]1,7.816693,4.101580148168929
CON1C(=O)N(C(N)=O)C2(C)C=C([N+](=O)[O-])C=C([N+](=O)[O-])C=C3N(CO)C(=O)N3C12C,5.954274,5.361037913535307
CCOCC1=C([N+](=O)[O-])c2c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]c([N+](=O)[O-])c(NCC(CC)([N+](=O)[O-])[N+](=O)[O-])c2[N+](=O)[O-],6.881611,4.79147983317082
CC(C)(N)CCC(Cn1c([N+](=O)[O-])nnc1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.9448485,3.9641796015612583
O=[N+]([O-])N=C1NCNC(N2CN3CN4CNC([N+](=O)[O-])=NC=C4C([N+](=O)[O-])=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C2N3)N1,6.7594304,6.862338452238014
O=[N+]([O-])CCN1CN2Cc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3N=CN2N(C23C=C([N+](=O)[O-])C=C([N+](=O)[O-])C2=NN=N3)C1,6.465763,5.196779189971492
CC(C)NN1CN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN(c2cccc([N+](=O)[O-])c2[N+](=O)[O-])N2C=CN=NCN2C1,6.339285,4.590029409578874
CCC(CN1C(=O)N2N3C=CN=CC1(C)C2(C)N1C(=O)N(n2ncc([N+](=O)[O-])n2)C1=CNN=N3)([N+](=O)[O-])[N+](=O)[O-],6.640428,7.559717418584354
CCC(CCCC(CCc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])(c1nonc1[N+](=O)[O-])n1cc([N+](=O)[O-])nn1)([N+](=O)[O-])[N+](=O)[O-],7.0049405,4.631736168030647
CCOCN1CN2CN(NC(C)C)CC([N+](=O)[O-])=C([N+](=O)[O-])C([N+](=O)[O-])=C(C)C([N+](=O)[O-])=C12,6.01319,4.636099023479282
O=C1NC2N=CC=NN3N(CN3n3nccn3)C2N1n1nc([N+](=O)[O-])cc1[N+](=O)[O-],6.938367,5.540386720268584
COCCC(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(c1ccc([N+](=O)[O-])c(C)c1[N+](=O)[O-])n1ncnc1[N+](=O)[O-],6.7735085,4.466591037806182
COCN1CCN2C1=NON=C([N+](=O)[O-])C1C2N(C(N)=O)CCN1C(N)=O,6.146951,4.737666618061088
CC(NN1CN(n2ccnn2)C2NC(=O)N(c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)C21)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.9275594,5.183677280481444
CC(C)NCCN(CCn1ccnn1)[N+](=O)[O-],5.5855494,3.1955340122824545
CC(CNNn1ncc([N+](=O)[O-])n1)([N+](=O)[O-])[N+](=O)[O-],7.634274,4.166963097370671
N#CCC(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(N1CNC(=N[N+](=O)[O-])NC1)n1ncc([N+](=O)[O-])n1,7.7364435,5.193539277459028
CCOC(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(O)(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1nnn[nH]1,7.7374907,5.2186695177985465
O=[N+]([O-])c1cnc(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c2c(cc([N+](=O)[O-])c1)C(F)=N2,7.566956,4.172519809293971
CC(CCCCC(CCn1nccn1)(c1nonc1[N+](=O)[O-])n1nnc2c([N+](=O)[O-])cc([N+](=O)[O-])cc21)([N+](=O)[O-])[N+](=O)[O-],6.7173185,4.662012106528151
CCON1CN(O)C2NC(=O)N(C(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3O)C21,6.259132,4.313918205043733
CCC(CNN1C(=O)NC2C1N(C=O)CN2C1NCC([N+](=O)[O-])([N+](=O)[O-])CC1([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.341195,5.871753732864761
O=[N+]([O-])c1cc([N+](=O)[O-])c2ncn(OC#COn3cc([N+](=O)[O-])cn3)c2c1,6.5572,3.863847807991867
O=C(n1cnnc1)C12N=NN=C1C=C([N+](=O)[O-])C=C2[N+](=O)[O-],6.655526,4.72695076606324
COCc1nc([N+](=O)[O-])c(C)c([N+](=O)[O-])ccc2c(c1[N+](=O)[O-])N=C2F,6.2282,3.8526422593796745
CCOCN1CN(C(=O)CCC(C)([N+](=O)[O-])[N+](=O)[O-])C2C3C(C21)N(C(=O)CCC(CC)([N+](=O)[O-])[N+](=O)[O-])CN3CCN[N+](=O)[O-],5.9480343,5.652590506139098
CCC(CNN1CCN(c2cnc([N+](=O)[O-])[nH]2)C2C1NN=C(N)N=C1N(O)CCN12)([N+](=O)[O-])[N+](=O)[O-],6.350954,5.444834091522695
O=CN1CN=C([N+](=O)[O-])N=NN2N(F)CN2CN(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C1,8.397211,5.45034449463297
CCC(CN1CCN(F)C2C1N(n1cc([N+](=O)[O-])nn1)CCN2CO[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.913606,5.3537434651786695
O=[N+]([O-])C1=NOc2nnc(C3NCC([N+](=O)[O-])([N+](=O)[O-])CC3([N+](=O)[O-])[N+](=O)[O-])n2C=N1,8.249877,5.284792872760867
CCN(N1CN(F)CN(CC(C)(C)[N+](=O)[O-])CN(C(N)=O)C1)[N+](=O)[O-],6.182132,4.362853839726937
CCN([N+](=O)[O-])C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(c1cccc([N+](=O)[O-])c1[N+](=O)[O-])c1[nH]cnc1[N+](=O)[O-],7.245294,4.597796213440559
Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(CCC(CC[N+](=O)[O-])(CCC23C=CC=CC2=NN=N3)c2c[nH]nn2)c1[N+](=O)[O-],5.91709,5.349202213061523
